"Table Name","Table Descripition","Property Name","DICTIONARYNAME","ATTRIBUTE","Data Type","Multi-Valued","Code File","SB+ Code Table","Conversion Code","Dec. Places","OWNER  SID","CREATEDBY"
"AD Internet Orders RON","Internet Orders for Run of Network","ID","@ID","0","Text","No","","","","0","gstierley","Greg Stierley"
"AD Internet Orders RON","Internet Orders for Run of Network","Line End Date","LINE.END.DATE","4","Date","No","","","","0","gstierley","Greg Stierley"
"AD Internet Orders RON","Internet Orders for Run of Network","Line ID","LINE.ID","0","Numeric","No","","","","0","gstierley","Greg Stierley"
"AD Internet Orders RON","Internet Orders for Run of Network","Line Start Date","LINE.START.DATE","3","Date","No","","","","0","gstierley","Greg Stierley"
"AD Internet Orders RON","Internet Orders for Run of Network","Month Amt","MONTH.AMT","8","Numeric","Yes","","","","2","gstierley","Greg Stierley"
"AD Internet Orders RON","Internet Orders for Run of Network","Month End Date","MONTH.END","7","Date","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Orders RON","Internet Orders for Run of Network","Month Imps","MONTH.IMPS","10","Numeric","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Orders RON","Internet Orders for Run of Network","Month Start Date","MONTH.START","6","Date","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Orders RON","Internet Orders for Run of Network","Web Site ID","WEB.SITE","0","Text","No","","","","0","gstierley","Greg Stierley"
"AD Internet Positions","","Clash Position Ids","CLASH.POSITION.IDS","23","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Enews Max","ENEWS.MAX","10","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Imp Warning Pct1","IMP.WARNING.PCT1","18","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Imp Warning Pct2","IMP.WARNING.PCT2","19","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Inactive Ind","INACTIVE_IND","21","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Inet Sections Key","INET.SECTIONS.KEY","0","Text","No","","","","0","amilburn","Andy Milburn"
"AD Internet Positions","","Inventory Type","INVENTORY.TYPE","15","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Max Pages","MAX.PAGES","22","Numeric","No","","","","3","ADMIN","System Administrator"
"AD Internet Positions","","Oversell Qty","OVERSELL.QTY","16","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Page No","PAGE.NO","28","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Page Position","PAGE.POSITION","27","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Page Priority","PAGE.PRIORITY","25","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Page Quadrant","PAGE.QUADRANT","26","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Position Description","POSITION.DESC","1","Text","No","","","","0","amilburn","Andy Milburn"
"AD Internet Positions","","Position Id","POSITION.ID","0","Text","No","","","","0","amilburn","Andy Milburn"
"AD Internet Positions","","Section Id","SECTION.ID","0","Text","No","","","","0","amilburn","Andy Milburn"
"AD Internet Positions","","Sizes","SIZES","2","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Spon Warning No","SPON.WARNING.NO","20","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Positions","","Web Site Id","WEB.SITE.ID","0","Text","No","","","","0","amilburn","Andy Milburn"
"AD Internet Ratecards","","Ad Type ID","RATE.AD.TYPE","30","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Adj Amt","ADJ.AMT","24","Numeric","Yes","","","","2","gstierley","Greg Stierley"
"AD Internet Ratecards","","Adj Desc","ADJ.DESC","20","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Adj Gl","ADJ.GL","25","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Adj Gn","ADJ.GN","22","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Adj Pct","ADJ.PCT","21","Numeric","Yes","","","","2","gstierley","Greg Stierley"
"AD Internet Ratecards","","Adj Rnd","ADJ.RND","23","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Adj Tax","ADJ.TAX","28","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Agency Comm Ind","AGENCY.COMM","26","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Curr ID","CURR.CODE","6","Text","No","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Date Entered","DATE.ENTERED","0","Date","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards","","Description","DESCRIPTION","3","Text","No","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","End Date","END.DATE","5","Date","No","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Entered By","ENTERED.BY","0","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards","","Id","@ID","0","Text","No","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Last Changed Date","LAST.CHANGED.DATE","0","Date","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards","","Last Changed Time","LAST.CHANGED.TIME","0","Time","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards","","Last Changed User","LAST.CHANGED.USER","0","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards","","Rate Amount","RATE.AMOUNT","13","Numeric","Yes","","","","5","gstierley","Greg Stierley"
"AD Internet Ratecards","","Rate Base Amount","RATE.BASE.AMOUNT","14","Numeric","Yes","","","","2","gstierley","Greg Stierley"
"AD Internet Ratecards","","Rate CPM Ind","RATE_CPM_IND","16","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Rate Desc","RATE.DESC","11","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Rate GL Type ID","RATE.GL.TYPE","12","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Rate Production Url","RATE.PRODUCTION.URL","18","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Rate Size","RATE.SIZE","17","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Sales Comm Ind","SALES.COMM","27","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Start Date","START.DATE","4","Date","No","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Surch Prod Ind","SURCH.PROD","29","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Time Entered","TIME.ENTERED","0","Time","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards","","Web Group ID","WEB.GROUP","2","Text","No","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards","","Web Site ID","WEB.SITE","1","Text","No","","","","0","gstierley","Greg Stierley"
"AD Internet Ratecards Detail","","@ID","@ID","0","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Ad Type","AD.TYPE","3","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Adv Exception Ind","ADV.EXCEPTION.IND","37","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Amount","AMOUNT","5","Numeric","No","","","","5","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Base Amount","BASE.AMOUNT","18","Numeric","No","","","","2","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Base Units","BASE.UNITS","17","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Classified Ind","CLASSIFIED.IND","19","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Color Code","COLOR.CODE","27","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Columns","COLUMNS","15","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Date Entered","DATE.ENTERED","10","Date","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Desc Override Ind","DESC.OVERRIDE.IND","28","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dflt Qty","DFLT.QTY","102","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Ad Units","DFP.AD.UNITS","33","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Cap Max Qty","DFP.CAP.MAX.QTY","110","Numeric","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Cap No Of Units","DFP.CAP.NO.OF.UNITS","111","Numeric","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Cap Time Unit","DFP.CAP.TIME.UNIT","112","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Creative Type","DFP.CREATIVE.TYPE","30","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Creatives Rotation","DFP.CREATIVES.ROTATION","39","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Daypart Target Days","DFP.DAYPART.TARGET.DAYS","80","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Daypart Target End","DFP.DAYPART.TARGET.END","82","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Daypart Target Start","DFP.DAYPART.TARGET.START","81","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Daypart Target Type","DFP.DAYPART.TARGET.TYPE","79","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Delivery Method","DFP.DELIVERY.METHOD","35","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Delivery Priority","DFP.DELIVERY.PRIORITY","34","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Dflt Goal Pct","DFP.DFLT.GOAL.PCT","103","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Display Creatives","DFP.DISPLAY.CREATIVES","38","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Domain Target Type","DFP.DOMAIN.TARGET.TYPE","69","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Domain Target Values","DFP.DOMAIN.TARGET.VALUES","70","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Geo Target Type","DFP.GEO.TARGET.TYPE","54","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Geo Target Values","DFP.GEO.TARGET.VALUES","55","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Goal Type Limit","DFP.GOAL.TYPE.LIMIT","101","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Inventory Ind","DFP.INVENTORY.IND","29","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Key Value Data Descs","DFP.KEY.VALUE.DATA.DESCS","49","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Key Value Data Ids","DFP.KEY.VALUE.DATA.IDS","48","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Key Value Descs","DFP.KEY.VALUE.DESCS","46","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Key Value Ids","DFP.KEY.VALUE.IDS","45","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Key Value Operands","DFP.KEY.VALUE.OPERANDS","47","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Key Vslue Or Inds","DFP.KEY.VSLUE.OR.INDS","50","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Label Ids","DFP.LABEL.IDS","40","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Lang Target Type","DFP.LANG.TARGET.TYPE","59","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Lang Target Values","DFP.LANG.TARGET.VALUES","60","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Master Sizes","DFP.MASTER.SIZES","31","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Native Styles","DFP.NATIVE.STYLES","32","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Dfp Target Platform","DFP.TARGET.PLATFORM","104","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Digital Size","DIGITAL.SIZE","6","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Do Not Use","DO.NOT.USE","9","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Entered By","ENTERED.BY","12","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","External ID","EXTERNAL.ID","26","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Gl Type","GL.TYPE","4","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Google Place Ids","GOOGLE.PLACE.IDS","130","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","ID","ID","0","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Inches","INCHES","16","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Last Changed By","LAST.CHANGED.BY","0","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Last Changed Date","LAST.CHANGED.DATE","0","Date","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Last Changed Time","LAST.CHANGED.TIME","0","Time","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Line Change By","LINE.CHANGE.BY","25","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Line Change Date","LINE.CHANGE.DATE","23","Date","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Line Change Desc","LINE.CHANGE.DESC","20","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Line Change From","LINE.CHANGE.FROM","21","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Line Change Time","LINE.CHANGE.TIME","24","Time","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Line Change To","LINE.CHANGE.TO","22","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Line Desc","LINE.DESC","2","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Position ID","POSITION.ID","14","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Print Day Base Amts","PRINT.DAY.BASE.AMTS","122","Numeric","Yes","","","","2","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Print Day Base Qty","PRINT.DAY.BASE.QTY","123","Numeric","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Print Day Overrides","PRINT.DAY.OVERRIDES","120","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Print Day Rates","PRINT.DAY.RATES","121","Numeric","Yes","","","","2","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Print No Lines","PRINT.NO.LINES","8","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Print Override Date Qty","PRINT.OVERRIDE.DATE.QTY","129","Numeric","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Print Override Date Rates","PRINT.OVERRIDE.DATE.RATES","127","Numeric","Yes","","","","2","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Print Override Dates","PRINT.OVERRIDE.DATES","126","Date","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Production Urls","PRODUCTION.URLS","7","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Ratecard ID","RATECARD.ID","1","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Section ID","SECTION.ID","13","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Time Entered","TIME.ENTERED","11","Time","No","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Udf Keys","UDF.KEYS","90","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Udf Values","UDF.VALUES","91","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Ratecards Detail","","Video Max Duration","VIDEO.MAX.DURATION","36","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Internet Rep Budgets","Rep Budgets for internet","Budget Amt ","BUDGET_AMT","1","Numeric","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Rep Budgets","Rep Budgets for internet","Forecast1 Amt ","FORECAST1_AMT","2","Numeric","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Rep Budgets","Rep Budgets for internet","Forecast2 Amt ","FORECAST2_AMT","3","Numeric","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Rep Budgets","Rep Budgets for internet","Forecast3 Amt ","FORECAST3_AMT","4","Numeric","Yes","","","","0","gstierley","Greg Stierley"
"AD Internet Rep Budgets","Rep Budgets for internet","ID","@ID","0","Text","No","","","","0","gstierley","Greg Stierley"
"AD Internet Rep Budgets","Rep Budgets for internet","Rep ID","REP.CODE","0","Text","No","","","","0","gstierley","Greg Stierley"
"AD Internet Rep Budgets","Rep Budgets for internet","Web Site ID","WEB.SITE","0","Text","No","","","","0","gstierley","Greg Stierley"
"AD Internet Rep Budgets","Rep Budgets for internet","Year ","YEAR","0","Text","No","","","","0","gstierley","Greg Stierley"
"AD Internet Sections","","Inactive Ind","INACTIVE.IND","9","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Sections","","Key Value Data","KEY.VALUE.DATA","23","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Sections","","Key Value Data IDs","KEY.VALUE.DATA.IDS","24","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Sections","","Key Value ID","KEY.VALUE.ID","20","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Sections","","Key Value Name","KEY.VALUE.NAME","21","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Sections","","Key Value Operand","KEY.VALUE.OPERAND","22","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Sections","","Key Value Or Ind","KEY.VALUE.OR.IND","25","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Sections","","Layout ID","LAYOUT.ID","18","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Sections","","Published Days","PUBLISHED.DAYS","12","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Internet Sections","","Published From","PUBLISHED.FROM","13","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Sections","","Published To","PUBLISHED.TO","14","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Sections","","Section Description","SECTION.DESC","1","Text","No","","","","0","amilburn","Andy Milburn"
"AD Internet Sections","","Section Id","SECTION.ID","0","Text","No","","","","0","amilburn","Andy Milburn"
"AD Internet Sections","","Section URL","SECTION.URL","8","Text","No","","","","0","ADMIN","System Administrator"
"AD Internet Sections","","Web Site Id","WEB.SITE.ID","0","Text","No","","","","0","amilburn","Andy Milburn"
"AD Issue","","Budget Amount","BUDGET_AMOUNT","17","Numeric","No","","","","2","ADMIN","Greg Stierley"
"AD Issue","","Budget Pages","BUDGET_PAGES","16","Numeric","No","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Close Date","CLOSE_DATE","15","Date","No","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Entered By User ID","ENTERED_BY_USER_ID","0","Text","No","","","","0","ADMIN","System Administrator"
"AD Issue","","Entered Date","ENTERED_DATE","0","Date","No","","","","0","ADMIN","System Administrator"
"AD Issue","","External ID","EXTERNAL.CODE","150","Text","No","","","","0","gstierley","Greg Stierley"
"AD Issue","","Financial Period","FIN.PERIOD","12","Text","No","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Forecast 1","FORECAST.1","145","Numeric","No","","","","0","poconnor","Pat O'Connor"
"AD Issue","","Forecast 2","FORECAST.2","146","Numeric","No","","","","0","poconnor","Pat O'Connor"
"AD Issue","","Forecast 3","FORECAST.3","147","Numeric","No","","","","0","poconnor","Pat O'Connor"
"AD Issue","","Issue Code","ISSUE.CODE","0","Text","No","","","","0","gstierley","Greg Stierley"
"AD Issue","","Issue Date","ISSUE_DATE","14","Date","No","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Issue Description","DESC","3","Text","No","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Last Changed By User ID","LAST_CHANGED_BY_USER_ID","0","Text","No","","","","0","ADMIN","System Administrator"
"AD Issue","","Last Changed Date","LAST.CHANGED.DATE","0","Date","No","","","","0","ADMIN","System Administrator"
"AD Issue","","Last Year Issue Id","LAST_YEAR","10","Text","No","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Material Date","MATERIAL_DATE","18","Date","No","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Ok To Bill Issue Ind","VAL.ISSUE","116","Text","No","Y/N Conversion","","","0","poconnor","Pat O'Connor"
"AD Issue","","Pages","PAGES","1","Numeric","No","","","","2","ADMIN","Greg Stierley"
"AD Issue","","Position Description","POSITION","93","Text","Yes","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Position Id","POS_CODE","92","Text","Yes","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Position Pages","POS_PAGES","94","Numeric","Yes","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Positions Booked","POSITIONS","21","Text","Yes","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Printer Date","PRINTER.DATE","65","Date","No","","","","0","poconnor","Pat O'Connor"
"AD Issue","","Publication Id","PUB.ID","0","Text","No","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Record Key","ID","0","Text","No","","","","0","ADMIN","Greg Stierley"
"AD Issue","","Sales Reps","SALES.REPS","124","Text","Yes","","","","0","ADMIN","Pat O'Connor"
"AD Issue","","Sales Reps Budget Amt","SALES.REPS.BUDGET.AMT","126","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"AD Issue","","Sales Reps Budget Pages","SALES.REPS.BUDGET.PGS","125","Numeric","Yes","","","","0","poconnor","Pat O'Connor"
"AD Issue","","Sales Reps Forecast Amt","SALES.REPS.FORECAST.AMT","128","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"AD Issue","","Sales Reps Forecast Pages","SALES.REPS.FORECAST.PGS","127","Numeric","Yes","","","","0","poconnor","Pat O'Connor"
"AD Issue","","Total Pages","TOTAL_PAGES","19","Numeric","No","","","","0","ADMIN","Greg Stierley"
"AD Material File","","Ad Color","AD.COLOR","59","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Ad Coupon","AD.COUPON","58","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Ad Headline","AD.HEADLINE","54","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Ad No","AD.NO","23","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Ad Number","AD.NUMBER","57","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Ad PMS","AD.PMS","60","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Ad Shape","AD.SHAPE","56","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Ad Size","AD.SIZE","55","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Ad Size Code","AD.SIZE.CODE","63","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Approval Customer Comment","APPROVAL.CUSTOMER.COMMENT","139","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Approval Status","APPROVAL.STATUS","140","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Artist Note Artist","ARTIST.NOTE.ARTIST","163","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Artist Note Date","ARTIST.NOTE.DATE","161","Date","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Artist Note ID","ARTIST.NOTE.ID","160","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Artist Note Seconds","ARTIST.NOTE.SECONDS","164","Numeric","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Artist Note Text","ARTIST.NOTE.TEXT","165","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Artist Note Time","ARTIST.NOTE.TIME","162","Time","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Artwork Artist","ARTWORK.ARTIST","149","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Artwork Client Rating","ARTWORK.CLIENT.RATING","156","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Artwork Comment","ARTWORK.COMMENT","148","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Artwork Rep Rating","ARTWORK.REP.RATING","157","Numeric","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Artwork Status","ARTWORK.STATUS","147","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Authorized By","AUTHORIZED.BY","16","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Bleed Ind","BLEED.IND","61","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Caption","CAPTION","4","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Classified Text","CLASSIFIED.TEXT","120","Text","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Classified Text (No CR)","CLASSIFIED.TEXT.NOCR","0","Text","No","","","","0","flucero","Ferdie Lucero"
"AD Material File","","Client ID","CLIENT.NO","1","Numeric","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Color","COLOR","22","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Comments","COMMENTS","11","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Comments Header","COMMENTS.HDR","26","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Component Desc","COMPONENT.DESC","70","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Component File Type","COMPONENT.FILE.TYPE","72","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Component Local Storage Ind","COMPONENT.LOCAL.STORAGE.IND","73","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Component Preview Ind","COMPONENT.PREVIEW.IND","74","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Component Res Final Ind","COMPONENT.RES.FINAL.IND","75","Text","Yes","","","","0","ADMIN","System Administrator"
"AD Material File","","Component Url","COMPONENT.URL","71","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Copied From Material ID","COPIED.FROM.MATERIAL.ID","155","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Coupon","COUPON","8","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Material File","","Coupon Ind","COUPON.IND","45","Text","No","","","","0","ADMIN","System Administrator"
"AD Material File","","Date Received","DATE.RECEIVED","52","Date","No","","","","0","gstierley","Greg Stierley"
"AD Material File","","Date Time Stamp","DATE.TIME.STAMP","100","Text","No","","","","0","gstierley","Greg Stierley"
