"Table Name","Table Descripition","Property Name","DICTIONARYNAME","ATTRIBUTE","Data Type","Multi-Valued","Code File","SB+ Code Table","Conversion Code","Dec. Places","OWNER  SID","CREATEDBY","CREATEDON","MODIFIEDON"
"AD Internet Classifieds","","Aff Allowed Ind.","AFF.ALLOWED.IND","7","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Ai Request Field IDs","AI.REQUEST.FIELD.IDS","46","Text","Yes","","","","0","ADMIN","System Administrator","2024-09-09","2024-09-09"
"AD Internet Classifieds","","Ai Response Field ID","AI.RESPONSE.FIELD.ID","45","Text","No","","","","0","ADMIN","System Administrator","2024-09-09","2024-09-09"
"AD Internet Classifieds","","Category Desc","CATEGORY.DESC","1","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Category Desc Conv","CATEGORY.DESC.CONV","0","Text","No","","","","0","ADMIN","System Administrator","2023-08-02","2023-08-02"
"AD Internet Classifieds","","Css Text","CSS.TEXT","25","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Attention Folder","DATA.ATTENTION.FOLDER","23","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Custom Text Ind.","DATA.CUSTOM.TEXT.IND","19","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Format Rule","DATA.FORMAT.RULE","16","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Max Value","DATA.MAX.VALUE","42","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-06-16","2023-06-16"
"AD Internet Classifieds","","Data Merge Tag","DATA.MERGE.TAG","15","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Min Value","DATA.MIN.VALUE","41","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-06-16","2023-06-16"
"AD Internet Classifieds","","Data Ms Multi Select Ind.","DATA.MS.MULTI.SELECT.IND","18","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Ms Values","DATA.MS.VALUES","17","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Prompt Text","DATA.PROMPT.TEXT","13","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Reqd Ind.","DATA.REQD.IND","14","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Sort Code","DATA.SORT.CODE","44","Text","Yes","","","","0","ADMIN","System Administrator","2024-09-09","2024-09-09"
"AD Internet Classifieds","","Data Text Validation","DATA.TEXT.VALIDATION","12","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Type","DATA.TYPE","11","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Unique ID","DATA.UNIQUE.ID","10","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Upload Extensions","DATA.UPLOAD.EXTENSIONS","22","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Upload Max Count","DATA.UPLOAD.MAX.COUNT","21","Numeric","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Data Upload Max Size","DATA.UPLOAD.MAX.SIZE","20","Numeric","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Date Entered","DATE.ENTERED","8","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Desc","DESC","1","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Entered By User ID","ENTERED.BY","9","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Html Header","HTML.HEADER","30","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Html Orders","HTML.ORDERS","31","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","ID","ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Inactive Ind","INACTIVE.IND","3","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Liner Style Code","LINER.STYLE.CODE","6","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","OE Allowed Ind.","OE.ALLOWED.IND","4","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Rec Type","REC.TYPE","5","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Self Serve Options","SELF.SERVE.OPTION","43","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-06-16","2023-06-16"
"AD Internet Classifieds","","Sort Code","SORT.CODE","2","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Stage 1 Tc Ack","STAGE.1.TC.ACK","33","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Stage 1 Tc Text","STAGE.1.TC.TEXT","32","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Stage 4 Tc Ack","STAGE.4.TC.ACK","35","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Stage 4 Tc Text","STAGE.4.TC.TEXT","34","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Classifieds","","Web Html Template","WEB.HTML.TEMPLATE","40","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-06-16","2023-06-16"
"AD Internet Classifieds","","Web Ind","WEB.IND","26","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"AD Internet Creative Profiles","","@id ","@ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Bandwith ID","BANDWITH.ID","70","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Bandwith Target Type","BANDWITH.TARGET.TYPE","69","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Browser ID","BROWSER.ID","75","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Browser Target Type","BROWSER.TARGET.TYPE","74","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Cust Targets Key ID","CUST.TARGETS.KEY.ID","35","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Cust Targets Key Name","CUST.TARGETS.KEY.NAME","36","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Cust Targets Operator","CUST.TARGETS.OPERATOR","37","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Cust Targets Or Clause Ind","CUST.TARGETS.OR.CLAUSE.IND","40","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Cust Targets Value ID","CUST.TARGETS.VALUE.ID","38","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Cust Targets Value Name","CUST.TARGETS.VALUE.NAME","39","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Desc","DESC","21","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Device Capabilities ID","DEVICE.CAPABILITIES.ID","60","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Device Capabilities Target Type","DEVICE.CAPABILITIES.TARGET.TYPE","59","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Device Categories ID","DEVICE.CATEGORIES.ID","65","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Device Categories Target Type","DEVICE.CATEGORIES.TARGET.TYPE","64","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Device Manuf ID","DEVICE.MANUF.ID","85","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Device Manuf Target Type","DEVICE.MANUF.TARGET.TYPE","84","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Domain Target Type","DOMAIN.TARGET.TYPE","54","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Domain Targeting","DOMAIN.TARGETING","55","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Excl Ad Units","EXCL.AD.UNITS","26","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Geo Target ID","GEO.TARGET.ID","45","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Geo Target Type","GEO.TARGET.TYPE","44","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Incl Ad Units","INCL.AD.UNITS","25","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Language Target ID","LANGUAGE.TARGET.ID","50","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Language Target Type","LANGUAGE.TARGET.TYPE","49","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Mobile Carrier ID","MOBILE.CARRIER.ID","90","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Mobile Carrier Targ Type","MOBILE.CARRIER.TARG.TYPE","89","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Os ID","OS.ID","80","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Os Target Type","OS.TARGET.TYPE","79","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Creative Profiles","","Selected Placement ID","SELECTED.PLACEMENT.ID","30","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Forms Data","","@id ","@ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Forms Data","","Answers","ANSWERS","11","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2022-11-28","2022-11-28"
"AD Internet Forms Data","","Form ID","FORM.ID","1","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Forms Data","","Last Update By","LAST.UPDATE.BY","7","Text","Yes","","","","0","ADMIN","System Administrator","2023-02-21","2023-02-21"
"AD Internet Forms Data","","Last Update Date","LAST.UPDATE.DATE","8","Date","Yes","","","","0","ADMIN","System Administrator","2023-02-21","2023-02-21"
"AD Internet Forms Data","","Last Update Portal Ind","LAST.UPDATE.PORTAL.IND","12","Text","Yes","","","","0","ADMIN","System Administrator","2023-02-21","2023-02-21"
"AD Internet Forms Data","","Last Update Submitted","LAST.UPDATE.SUBMITTED","13","Text","Yes","","","","0","ADMIN","System Administrator","2023-02-21","2023-02-21"
"AD Internet Forms Data","","Last Update Time","LAST.UPDATE.TIME","9","Time","Yes","","","","0","ADMIN","System Administrator","2023-02-21","2023-02-21"
"AD Internet Forms Data","","Question IDs","QUESTION.IDS","10","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2022-11-28","2022-11-28"
"AD Internet Forms Data","","Record Key ","RECORD.KEY","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet GL Types","","Description","DESC","1","Text","No","","","","0","amilburn","Andy Milburn","2015-01-19","2015-01-19"
"AD Internet GL Types","","GL Type Id","GL.TYPE.ID","0","Text","No","","","","0","amilburn","Andy Milburn","2015-01-19","2015-01-19"
"AD Internet GL Types","","Group ID","GROUP.ID","5","Text","No","","","","0","ADMIN","System Administrator","2024-01-10","2024-01-10"
"AD Internet GL Types","","Hierarchy","HEIRARCHY","6","Text","No","","","","0","ADMIN","System Administrator","2024-01-10","2024-01-10"
"AD Internet Incentives","","@id ","@ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-08-04","2021-08-04"
"AD Internet Incentives","","Client ID","CLIENT.ID","12","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-08-04","2021-08-04"
"AD Internet Incentives","","Client Type","CLIENT.TYPE","11","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-08-04","2021-08-04"
"AD Internet Incentives","","Contracts Filter","CONTRACTS.FILTER","6","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-03-08","2022-03-08"
"AD Internet Incentives","","Date Entered","DATE.ENTERED","8","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-08-04","2021-08-04"
"AD Internet Incentives","","Desc","DESC","1","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-08-04","2021-08-04"
"AD Internet Incentives","","Entered By","ENTERED.BY","9","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-08-04","2021-08-04"
"AD Internet Incentives","","Exclusive Ind","EXCLUSIVE.IND","4","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-08-04","2021-08-04"
"AD Internet Incentives","","Priority Code","PRIORITY.CODE","5","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-08-04","2021-08-04"
"AD Internet Incentives","","Product Group ID","PRODUCT.GROUP.ID","10","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-08-04","2021-08-04"
"AD Internet Incentives","","Ratecards Filter","RATECARDS.FILTER","7","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-03-08","2022-03-08"
"AD Internet Incentives","","Start Date","START.DATE","13","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-03-08","2022-03-08"
"AD Internet Incentives","","Type","TYPE","2","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-08-04","2021-08-04"
"AD Internet Incentives","","Upto Date","UPTO.DATE","3","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-08-04","2021-08-04"
"AD Internet Inventory File","","@id ","@ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-05-06","2022-05-06"
"AD Internet Inventory File","","Booked Orders ","BOOKED.ORDERS","10","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2022-05-06","2022-05-06"
"AD Internet Inventory File","","Confirmed ","CONFIRMED","2","Numeric","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2022-05-06","2022-05-06"
"AD Internet Inventory File","","Quoted ","QUOTED","4","Numeric","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2022-05-06","2022-05-06"
"AD Internet Inventory File","","Reserved ","RESERVED","3","Numeric","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2022-05-06","2022-05-06"
"AD Internet Inventory File","","Targets ","TARGETS","1","Numeric","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2022-05-06","2022-05-06"
"AD Internet Issue Dates","","@ID","@ID","0","Text","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Budget Amt","BUDGET.AMT","6","Numeric","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Budget Pages","BUDGET.PAGES","7","Numeric","No","","","","2","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Closing Date","CLOSING.DATE","5","Date","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Closing Time","CLOSING.TIME","15","Time","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Comparison Issue","COMPARISON.ISSUE","9","Numeric","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Digital Edition Url","DIGITAL.EDITION.URL","14","Text","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Editorial Controller ID","EDITORIAL.CONTROLLER.ID","11","Text","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Editorial Note","EDITORIAL.NOTE","12","Text","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Editorial Status","EDITORIAL.STATUS","10","Text","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","External ID","EXTERNAL.ID","16","Text","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","ID","ID","0","Numeric","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Internal Issue Date ","I.ISSUE.DATE","2","Numeric","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Issue Date","ISSUE.DATE","2","Date","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Issue Desc","ISSUE.DESC","3","Text","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Issue Dow","ISSUE.DOW","2","Date","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Issue No","ISSUE.NO","4","Numeric","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Order Ids","ORDER.IDS","20","Numeric","Yes","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Period","PERIOD","8","Text","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Product ID","PRODUCT.ID","1","Text","No","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Schedule Dates","SCHEDULE.DATES","25","Date","Yes","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Schedule Notes","SCHEDULE.NOTES","26","Text","Yes","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Schedule Pcts","SCHEDULE.PCTS","27","Numeric","Yes","","","","2","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Zone Circ A","ZONE.CIRC.A","22","Numeric","Yes","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Zone Circ B","ZONE.CIRC.B","30","Numeric","Yes","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Zone Circ C","ZONE.CIRC.C","31","Numeric","Yes","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Zone Circ D","ZONE.CIRC.D","32","Numeric","Yes","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Zone Circ E","ZONE.CIRC.E","33","Numeric","Yes","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Issue Dates","","Zone Ids","ZONE.IDS","21","Text","Yes","","","","0","ADMIN","System Administrator","2020-05-14","2020-05-14"
"AD Internet Layouts","","Column Widths","COLUMN.WIDTHS","4","Numeric","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-07-09","2021-07-09"
"AD Internet Layouts","","Columns","COLUMNS","22","Numeric","Yes","","","","0","ADMIN","System Administrator","2023-06-16","2023-06-16"
"AD Internet Layouts","","Date Entered","DATE.ENTERED","7","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-07-09","2021-07-09"
"AD Internet Layouts","","Desc","DESC","1","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-07-09","2021-07-09"
"AD Internet Layouts","","Entered By","ENTERED.BY","8","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-07-09","2021-07-09"
"AD Internet Layouts","","Fractional Columns","FRACTIONAL.COLUMNS","21","Text","No","","","","0","ADMIN","System Administrator","2023-06-16","2023-06-16"
"AD Internet Layouts","","Id","ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-07-09","2021-07-09"
"AD Internet Layouts","","Inactive Ind","INACTIVE.IND","6","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-07-09","2021-07-09"
"AD Internet Layouts","","Last Changed By","LAST.CHANGED.BY","9","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-07-09","2021-07-09"
"AD Internet Layouts","","Last Changed Date","LAST.CHANGED.DATE","10","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-07-09","2021-07-09"
"AD Internet Layouts","","Layout Desc","LAYOUT.DESC","1","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-07-09","2021-07-09"
"AD Internet Layouts","","Max Columns","MAX.COLUMNS","3","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-07-09","2021-07-09"
"AD Internet Layouts","","Styling","STYLING","20","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-07-09","2021-07-09"
"AD Internet Layouts","","Uom","UOM","2","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-07-09","2021-07-09"
"AD Internet Order Exports","","@id ","@ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Order Exports","","Created By","CREATED.BY","3","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Order Exports","","Date Created","DATE.CREATED","1","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Order Exports","","Export ID","ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Order Exports","","Internal Date Created","I.DATE.CREATED","1","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Order Exports","","Invoice Comment","INVOICE.COMMENT","5","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Order Exports","","Invoice Date","INVOICE.DATE","4","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Order Exports","","Time Created","TIME.CREATED","2","Time","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-29","2022-04-29"
"AD Internet Order Groups","","@id","@ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-03-10","2022-03-10"
"AD Internet Order Groups","","Campaign ID","CAMPAIGN.ID","0","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-03-10","2022-03-10"
"AD Internet Order Groups","","Group No","GROUP.NO","0","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-03-10","2022-03-10"
"AD Internet Order Groups","","ID","ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-03-10","2022-03-10"
"AD Internet Orders","","Actual Amt","ACT.AMT","11","Numeric","No","","","","2","gstierley","Greg Stierley","2014-10-02","2014-10-02"
"AD Internet Orders","","Actual Impressions","ACT.IMPS","10","Numeric","No","","","","0","gstierley","Greg Stierley","2014-10-02","2014-10-02"
"AD Internet Orders","","Ad Platform Code","AD.PLATFORM.CODE","258","Text","No","","","","0","gstierley","Greg Stierley","2019-12-11","2019-12-11"
"AD Internet Orders","","Ad Server Code ","AD.SERVER.CODE","69","Text","No","","","","0","ADMIN","System Administrator","2020-05-06","2020-05-06"
"AD Internet Orders","","Ad Server Imp Override","AD.SERVER.IMP.OVERRIDE","210","Numeric","No","","","","0","gstierley","Greg Stierley","2019-07-16","2019-07-16"
"AD Internet Orders","","Ad Server Line Desc","AD.SERVER.LINE.DESC","213","Text","No","","","","0","gstierley","Greg Stierley","2019-07-16","2019-07-16"
"AD Internet Orders","","Ad Server Profile","AD.SERVER.PROFILE","436","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-08-13","2021-08-13"
"AD Internet Orders","","Ad Server Tot Clicks","AD.SERVER.TOT.CLICKS","0","Numeric","Yes","","","","0","ADMIN","System Administrator","2023-11-15","2023-11-15"
"AD Internet Orders","","Ad Server Tot Views","AD.SERVER.TOT.VIEWS","0","Numeric","Yes","","","","0","ADMIN","System Administrator","2023-11-15","2023-11-15"
"AD Internet Orders","","Ad Server Total Imps","AD.SERVER.TOT.IMPS","0","Numeric","Yes","","","","0","ADMIN","System Administrator","2022-08-18","2022-08-18"
"AD Internet Orders","","Ad Type ID","AD.TYPE.ID","3","Text","No","","","","0","gstierley","Greg Stierley","2014-04-01","2014-04-01"
"AD Internet Orders","","Adbuilder Url ","ADBUILDER.URL","329","Text","No","","","","0","ADMIN","System Administrator","2021-05-14","2021-05-14"
"AD Internet Orders","","Adcellerant Id ","ADCELLERANT.ID","328","Text","No","","","","0","ADMIN","System Administrator","2021-05-14","2021-05-14"
"AD Internet Orders","","Adj After Cost Per","ADJ.AFTER.COST.PER","323","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-05","2021-02-05"
"AD Internet Orders","","Adj Amt","ADJ.AMT","192","Numeric","Yes","","","","5","gstierley","Greg Stierley","2019-07-16","2022-02-10"
"AD Internet Orders","","Adj Auto Ind ","ADJ.AUTO.IND","332","Text","Yes","","","","0","ADMIN","System Administrator","2021-05-14","2021-05-14"
"AD Internet Orders","","Adj Code","ADJ.CODE","190","Text","Yes","","","","0","gstierley","Greg Stierley","2019-07-16","2019-07-16"
"AD Internet Orders","","Adj Desc","ADJ.DESC","191","Text","Yes","","","","0","gstierley","Greg Stierley","2019-07-16","2019-07-16"
"AD Internet Orders","","Adj Desc Overide Ind","ADJ.DESC.OVERIDE.IND","199","Text","Yes","","","","0","gstierley","Greg Stierley","2019-07-16","2019-07-16"
